"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25"
-1977470.69865048,-1135655.48817913,-324114.876582348,-14593.1745235026,142636.870163671,17128.1506676088,-64958.0169601342,156539.284123763,4097.08512233829,487370.205705786,66249.5687509244,-303362.866972625,-51645.5671487759,-62359.785741251,121140.794715137,34163.6965998675,-23197.4038770989,76564.1210896634,43923.6771505223,-348544.048900386,-11595.2613462335,46341.6142178555,-136379.08501753,35081.309154516,77232.0164354663
-8918479.34397445,-4956608.55648401,-825875.570592504,-24142.8245920422,925965.174799046,201081.534263605,856890.309237208,-768602.959552283,-174186.462093443,-1678661.98347737,-1158726.23148993,107030.082628034,518076.275495373,493298.272371269,-25686.7467033487,519062.061046714,84378.6363039453,-285387.578089344,-92148.9878084233,-138867.008766205,140734.163547138,-280501.263741416,-328917.932436458,-25906.5450991875,152000.576265612
-2138058.48666763,-1196848.97893523,-252668.64036362,-14799.4616333549,116436.517793872,20725.1368916309,24950.147078935,16310.9930301474,-21776.6987787041,-110758.872736636,-221264.264108478,120698.068475763,31804.5528151977,71407.0234355143,-130081.898598136,157085.381781624,-55158.0491436231,116990.036802079,88244.0515882644,130641.172812167,47743.7501628265,-96425.6692174718,-66739.3342300824,-56913.0417888407,39023.7978561094
-1889150.40847402,-1097443.67392747,-370068.4916276,-17646.4090909451,162475.167577151,27216.212270625,-63430.1881472272,193378.129544229,-8486.22575755898,763616.583201457,-48701.8741347199,-838525.186041525,176109.201314073,82857.988772596,401060.52080704,176339.708410347,-46573.0792057893,33909.6522659286,-18263.1466905901,-363023.116029496,-31136.000560325,115921.586932718,-17695.2997201124,-5478.65971987326,44179.3655438275
-5159442.39008631,-2856686.55308119,-519454.592090272,-47554.8739289871,438600.263779481,94635.5177759839,358968.597356338,-280897.656587386,-144630.516572586,-881473.64328841,-1009844.59171783,154585.680624925,440329.373703044,440175.087516677,-61653.3463650688,53532.0299287966,149917.714343903,-267438.460503814,-111416.947958844,-227177.766214459,82855.0745179279,-111524.372769899,-30216.940715412,48682.9897486662,46310.7485137538
-2329769.39417908,-1295835.87165641,-252939.249739543,-21312.6427065573,127337.160705309,27504.4000127424,55221.1079294429,79.1489060060412,-64072.0153771618,-283674.383519492,-484036.303960475,150752.368984798,292256.205981654,296621.675102306,-73021.8747763154,66404.0598126016,-73573.9689422337,150478.325485416,92289.2724759484,277559.449089661,69931.8684400688,-120835.077555722,-206213.427893559,-37937.4979583911,76045.3699248326
-2397545.80701695,-1327309.79771586,-300125.576107318,-27574.9034101367,109733.950576367,24183.5364554605,12955.2120749048,39226.4031564108,-29287.9675293859,-182229.370855993,-400797.723089695,124868.044643509,56359.7177094487,117069.291970056,-140015.260893868,294142.176996004,-19824.2912878343,4939.56074055216,43375.8402553649,52173.3761573498,47667.3416717631,-14260.9839455755,28419.0874062854,-33839.9368166481,-4038.05327602403
-4714828.96286799,-2632575.94584013,-475631.221235547,-16684.1199198897,397327.399325579,96901.1112569238,352570.490412737,-281176.835970155,-85322.9262066532,-799583.346128412,-708749.880486096,82609.6130518804,365390.347517126,371287.298960865,-31162.1534433407,625934.657408009,-111520.371009214,69955.4818720245,76013.1463367506,289709.001997008,105859.796107259,-140742.181205885,-79902.5289949012,-85306.8898846866,34513.938320078
-2081100.57997951,-1168878.17369499,-243525.394077374,-14365.948487513,110720.704574224,24897.3113028502,20226.4886199965,43291.0809390377,-34481.1949444856,-81142.7888262044,-351778.549145159,-76131.0037081352,174139.948401217,172705.665984306,1347.09840555913,127823.9603159,-143261.99332199,299453.399619078,147825.437858294,300302.549100414,70038.4176992086,-131710.245014636,-189517.759748565,-27948.4195580449,79989.9508095928
-2329862.09626776,-1318349.85701739,-329458.427283896,-18079.0682220386,177240.376419826,24979.6458480427,-8917.1096834086,79609.3587952277,19278.13645882,278500.227985879,-31515.2140999851,-306712.943904574,-189839.478685486,-156633.310698981,-20389.2293793526,56721.6491835731,48157.0304051062,-135472.954967633,-59118.9122849069,-5962.6956920789,-18911.0275021383,10476.1107583812,144332.298212864,5987.87039315454,-64440.043054123
-1499452.00809328,-856383.812204141,-254272.082685484,-21108.1408975655,53267.5720202037,8453.74987124697,-81029.041219139,150189.954229036,-57.8638549723421,305062.165803995,-184250.55610939,-256577.811946542,-15721.3969231367,782.526812537601,25187.6700561721,151047.352793602,3630.09846005047,-32767.3236651582,-2474.04326493643,-6053.8825241607,22847.0535544866,-4067.07796984346,18447.7992518175,-12287.5488910192,-4551.74387177441
-3095712.30126331,-1732216.54549512,-359794.980205456,-24070.9199082695,227338.065320581,56660.4713193495,143536.324408273,-73842.2981970308,-31607.2762914591,-283022.091648605,-615324.631200427,-289395.485051243,74922.9030908587,102212.235358002,52925.7576335401,329103.489914536,-59146.3173983431,25067.143307471,35119.4963121272,158269.603116546,71894.2015606813,-30226.3981315317,3391.61630488059,-84718.5585227691,15367.4356280562
-3033395.01851273,-1712348.85708596,-357520.33823893,-802.994798279333,271887.973590444,53033.6580134327,155753.26462201,-113420.693578926,4626.38397263987,-232632.301098157,36048.9880115095,97924.4794378777,-38551.8641996719,8549.70300806856,-169948.181259815,581404.96716893,-34842.3816692308,-126451.240476153,1765.15790681729,237142.666799433,21893.2330831145,64166.8609774577,36130.3410903862,-123672.889960479,-59052.1416429115
-1709556.66421749,-974220.488370422,-293039.794826754,-30765.9967327251,6529.00256704969,6015.28405260908,-124895.547575043,198354.083554393,30457.9212552037,350425.014068056,-183829.047294167,-241073.353128096,-181124.902750803,-120632.724972908,-62450.9817003969,172376.315812797,26887.9605643267,-75421.1873261558,-44171.4621625014,-9336.24810943375,23592.064308685,33571.1056614207,4460.61690723718,7970.4011232792,-18057.5872620778
-2121379.76505677,-1230436.49074328,-384130.792888259,5995.77126234271,213245.924093085,14422.7569590328,-59371.9173852033,158724.565414827,-1136.82409525497,735614.448742456,601963.242546181,-99488.499898297,143512.057909525,68211.4486750733,1561.71008322887,92060.7970041742,46126.5027778081,-232323.552256422,-80321.8597157265,41356.0209527826,-100013.947297979,-101348.383294747,-306115.355700433,23456.5880064177,33485.5845743311
-4004440.71810045,-2216126.9823972,-409929.317886237,-41970.4749375127,310951.417321,72453.1481101817,247449.84467806,-174789.772851196,-111850.290996923,-708120.361595986,-891973.76045909,62599.7936495385,386050.007016385,390402.934733397,-36128.7515975761,65558.0514690296,65252.1471413309,-117663.973181588,-63983.1670195115,63779.7243156086,84114.4399515456,-15080.4363090678,130742.74008102,12938.6795010948,-17184.4388355812
-1703318.19506361,-964724.442402194,-239222.258043549,-21453.2651395372,34170.7654568912,11151.8763107175,-44341.7770706166,93754.6349593184,-13529.578503078,24193.0087284796,-258665.913132508,59269.5120117245,57162.4362055322,97845.4227848549,-83034.8766943296,294782.897189546,-60446.2517860588,100720.480447733,68320.4284966972,33375.5786324911,44255.6517931571,-16198.8764999652,15965.8849445609,-31901.1637273024,2458.84939551052
-4040014.6558949,-2259434.97390255,-414624.640020044,-19360.4735653229,333367.427434211,73467.5593583509,239038.46880135,-180194.702471188,-49514.1900758811,-594750.030367953,-483858.227024741,118235.573085709,80991.1667494681,137747.183223975,-117401.752215414,480719.097582177,-23116.2376974696,-89081.7910345005,12079.8749167867,33387.3054930717,54200.9648736271,-75623.7672415323,-101462.156949223,63326.2501000875,-16749.0821343691
-2586891.03984673,-1443471.50688143,-275336.610301579,-25947.7472373496,163644.253324265,38761.1478564865,108429.107628828,-59432.9867415023,-64174.0053630691,-365692.948255756,-480801.457769061,143883.634412816,236653.956670383,254213.76930778,-69793.2520730602,242303.936228149,-15756.1498048733,40317.9941491107,33166.99976345,-23216.3989914684,68759.5319965679,7686.10376471908,112170.43374926,-6945.771609847,-11858.529585767
-1696856.09467233,-966933.873874418,-291098.361023331,-29220.6408728891,68527.8170189308,7715.9648978108,-121055.627726177,216141.360035495,-1588.17544074396,431538.858130319,-239255.236127687,-430661.782264639,-17836.6816347245,-12044.0009362864,79299.8211651388,-10920.8702733236,37878.0329258961,-104213.042734951,-65732.6272764466,7180.17773491937,-723.587198692938,37783.4186181084,-5863.53840080962,52892.070041708,-28447.8900781868
-3178457.51170351,-1779596.33677221,-359597.475142839,-22315.6926869142,249292.516370293,52916.6997710857,149536.94968946,-104768.151476916,-9950.38697531029,-303102.963645506,-388719.88548931,-65227.3553012765,-137962.379343353,-59708.7422068204,-113535.23941326,376879.062402169,51113.462091745,-206597.725394443,-41227.166199684,-100806.873963755,34715.3425571479,33706.7477153014,34837.4877524972,-62130.0529540704,-14462.3938461798
-3370544.46559498,-1944689.23145682,-527127.353788389,27860.9379861412,469509.593782149,65444.8348788739,154739.572437238,-17652.1454689183,-10428.9328880039,821931.655141756,880491.41271472,-528381.225894057,368132.538944501,171870.794864706,344119.053201271,191681.785352409,-77397.3203540968,-45265.6182143951,-53885.6407787299,-24585.2113976003,-127459.945938087,-36600.1282053732,-208476.075203344,-31973.3039517349,36707.0388397746
-2236504.64943721,-1265370.90978799,-326013.478496057,-16701.5815693231,176492.64991394,22149.0100703705,-19276.156518104,100020.562565846,456.496995749691,366769.513322086,-31873.0433329717,-370237.609818842,-67897.6298223461,-76726.2412676459,51740.3781051989,-112434.147309149,6725.75648768779,23920.7917571387,-3222.53928569873,-23270.7962871039,-14301.897030085,-43481.3709166371,14246.7088256718,-13615.5914574025,24643.2857322244
-2774303.61678773,-1558643.75977972,-365518.827810596,-14024.7918081353,251169.513151233,39550.6189961679,68681.1304441769,13774.9788716906,-17483.7771017372,165920.910932612,-105684.051695995,-335228.498222551,50489.0722755649,23755.0819450143,37815.5230551105,-64802.5700214563,15847.2261471151,-69564.6043104268,-46895.6620828049,212271.332364909,-20358.5548433986,-86105.3594983352,-15522.8294909995,-26576.7144922263,-1354.84721082766
-2011217.87784219,-1142078.16444127,-323689.285508507,-21016.2288567245,130261.791514966,13487.3504875171,-61701.938719367,154565.911544588,-31388.6462298452,398603.150871024,-71404.4690310921,-219512.057422454,185472.768397688,143251.873847099,53217.8250840969,-89361.4402405696,20043.1804489164,-1603.25611260037,-15425.3323306256,24996.1521017256,74.9833429445387,-33077.4437494695,585.710337640144,-7140.27303362966,21211.0286967375
-4251329.99187092,-2374373.27007772,-402031.922007401,-6147.8022111679,371047.828527549,83367.8825098138,294907.87493071,-242745.938349853,-29183.416863669,-652698.378472809,-483635.598985681,-44129.5892631666,116.920385642547,47595.3733600161,-93775.2596405956,435420.428322993,-150456.856320404,215330.609320866,140951.319330814,333142.67589222,92070.3808200525,-164522.066225491,-208155.571039378,-59504.2713636626,81771.3984948084
-4934404.50990302,-2742000.87167484,-504849.624146949,-26954.2210658542,452522.735289025,98955.6552198758,392719.679804336,-336715.637337406,-101886.196853133,-871251.445377812,-707356.750811986,204944.598338886,335715.701773776,351627.96616896,-115911.254298865,392986.031842293,79950.1589736302,-235838.684111971,-63268.6355406925,1392.45711850489,86867.7376363117,-31525.3514320417,62065.5596861733,-124600.564828948,16031.1277422958
-4118319.30972598,-2296908.41428535,-417965.178743763,-20278.7296851318,330334.17817154,74772.2147405504,253467.607406652,-195803.253821155,-56874.8594651071,-644851.733753135,-589029.008973128,84551.696066905,147013.334542384,191665.756296089,-118267.710194359,434423.53994694,-58319.9129018517,36417.3185577456,57126.1243299992,204274.412313109,86717.1052924752,-112728.797061776,-52020.2544152403,-43680.3186134563,14536.6341339107
-1864660.82806401,-1079105.41230717,-373879.466453529,-19841.8303924363,98168.776545028,962.664992536599,-133478.894103138,229260.391764124,-10939.3020943252,668862.367468741,213847.343762609,-63081.8347612077,115275.110307899,91704.1543571245,39884.3949079113,95902.8151984043,23102.1367540312,-42987.7363345923,8772.80488661761,-283610.973173818,-26567.3649761111,38592.7000934736,77720.4913187886,-68722.6193477922,8599.3973201013
-2901383.476822,-1617374.14456414,-332233.281829989,-21402.2579794044,226083.083802536,36015.9834323743,69041.3824992331,-4863.16670320602,-23648.2749987006,-72388.3217354538,-316175.311025587,-193083.814025751,-37884.6871684367,-18675.5047897143,-70881.0332311809,-151232.777541436,-6967.10551164488,65619.6855804882,26960.6619247945,221780.367834452,21590.2751639169,-116342.890573821,-76524.6056900708,-40065.364659425,52756.5278224595
-877333.569988099,-514822.549363759,-228441.147449926,-19646.2847551864,-18101.4469909278,-19218.6469575043,-198772.205403499,272951.288721292,-10458.2456336196,566669.861631486,88834.0815941463,12438.2372630178,115145.050803432,105459.217441099,-41445.4447583537,-30330.5141869249,23732.5069564545,-24331.5819075576,11214.2953410803,8553.41361883004,-8235.46528171185,-7057.21269069116,-21137.1259573199,-31866.5443077033,10393.3462437205
-5310142.02063775,-2959976.09175625,-546263.838577291,-19268.96208099,501862.612260967,99061.0474081241,369825.414131233,-318159.165393734,-38500.1770660696,-724191.427574587,-425182.08331786,98970.5899471911,-99266.473418237,-19483.3903593137,-219177.586514393,374534.501002387,94509.1626729385,-285795.681361158,-72502.093254321,-19747.1113164154,49837.5545454601,-57601.8916182083,47660.0914197793,-53903.0226808811,-17377.5303322788
-2101093.96735142,-1202665.7394044,-343969.385876034,-339.407901100228,191709.302148093,11639.3198881071,-57074.8602971218,156952.126960783,-22885.29952495,618405.131232102,442854.386338361,-75088.9920587485,257302.355559243,161300.393987539,53236.4723544533,-287970.428425577,-54386.6380348909,173062.989650436,57948.4670715238,210193.931101835,-39696.3161167238,-113366.146472453,-123592.522098554,-25475.9338495345,60308.5520415659
-2184701.80120141,-1247562.48607965,-333404.656423072,-12834.4975056068,164223.730692051,27912.0922667874,-14064.7602535289,100217.707122841,17097.1804685764,387281.705047783,-54500.2349474957,-481918.407735356,-90661.9483608158,-93599.5074144937,111446.984520633,202457.45929644,-23353.3628620304,-32946.012486727,-17551.1204219046,-14983.3256606873,-2986.94980461084,-369.905290854589,-6121.81842669431,-7061.12714489125,-4868.15478479029
-1568981.15146699,-913410.540124017,-309812.289230437,-1621.50768810688,149581.180607179,13036.5094940735,-72171.8244804828,166813.706018453,6923.22889017957,696825.05593229,311148.952696791,-425022.72088059,93044.8354902343,21494.3173628082,138415.854435203,90456.6776904986,-3875.76314579046,-97878.819885879,-50063.1548483309,24233.0149347661,-72227.8598230864,-26329.2352124081,-124719.019357162,-15011.5718887906,14218.3005735899
-1997253.49919829,-1135380.32159225,-318208.203056051,-18647.8171459999,138930.504957817,18136.4629127138,-63039.0794890234,156568.892436178,6545.76167203546,458362.456043034,-58135.8249808591,-472695.45593252,-43528.1978566527,-59259.1393376939,90761.8509809395,-84028.5014734085,988.201707683985,-6450.13468620117,-28951.1189459375,81332.1910028066,-19103.3032553542,3000.53022822785,12197.6387830512,3106.85310612895,-6300.12328266694
-3386587.07764062,-1911695.28819714,-460859.616046904,-16140.3167120559,323327.74387857,49394.3257402174,97583.4469869786,-5880.90985470297,-15445.2168011768,242891.519692823,60543.8960898619,-279931.972067878,45756.2736837585,22330.0454360175,17410.1354309969,74305.2898881491,83827.9512635347,-247381.653401542,-117758.312597239,9293.26044802018,-36275.8613947222,13115.8235450939,169435.722486474,-29430.7119674542,-77776.9683937698
-1414379.66107296,-854407.591886321,-398570.93070076,-16277.3197390418,82955.8714791626,15308.9218821619,-169619.025378819,327442.123077752,3954.37025787123,1132883.94860007,38559.3389443526,-1027271.37430649,255001.187491701,128082.298875828,486940.884952007,493487.834445836,-50925.1018379792,-126578.892647468,-67842.2416500536,-354003.743098497,-75748.8190424576,108937.476101413,-166807.688802383,8275.13192321537,32604.5568847
-3274527.10524627,-1815602.35566298,-337593.878863437,-33231.230171086,234975.731408302,49092.7237278103,144341.417840752,-84003.5825545835,-73148.308335023,-474325.884507428,-707136.402408749,44398.2637789731,141498.214811466,175094.912792792,-69875.3606825761,-52006.9939093433,20340.4494751442,22845.2848193784,30537.4420986899,-30560.0390363373,72342.8152103253,-88211.5270097176,-188300.921934997,16830.8028128,108448.565203066
-3644081.7084132,-2027074.213073,-394768.617504546,-22956.3476815834,285601.100611703,62056.4034940619,195192.868914377,-144835.310236489,-37383.1993428483,-534091.594597718,-583919.137689453,3829.79762791285,28676.0926393023,92516.7185134379,-154564.338179722,294829.661651463,1283.84392153338,-141456.829178151,-14198.3023420686,335909.943892325,43987.5023651271,-83330.0818702278,-121824.55758133,-105033.082022452,16254.6061395818
-2883774.56862739,-1635109.49424408,-413851.460843662,-4439.42768221484,271105.76463962,30172.2660530555,20871.6273227456,74367.2210565061,-12678.4436839453,465424.043989858,252749.96837105,-214385.903864933,49512.5753665686,-991.697408168024,13266.9457208675,-200663.838530354,2814.74187735943,-11187.1382145361,-803.139531010914,95956.0809885156,-60927.3460140149,-221030.74117416,-288412.803559519,13435.0867507245,89799.6768120814
-2250561.08751786,-1283260.31083868,-335739.645433242,-6248.54144609239,224169.951625599,37113.8771581129,52437.3789019216,38376.7692551228,-21122.3562634368,356311.486299353,71092.0579455161,-389493.896192987,199038.455800414,122683.711722566,203781.629008331,78717.5411030764,-42844.1214204502,61053.8975539745,6052.81645359469,-97685.1773963088,-6731.40203893465,31484.0849026586,-14357.6478554436,-29445.1920725037,32161.405934684
-1606505.4193474,-932673.111786601,-308322.590801472,-3366.68392073407,105837.550261804,-4704.89326294694,-135873.640672761,222361.895472949,-5428.4533937482,655094.060268214,426056.81716749,51711.3475131683,93314.6445429995,54944.4715951177,-59684.1092007443,-62751.4575778777,15060.5291160911,-41865.4932077953,5784.14311854107,-30681.6784781112,-68368.0010680001,-139715.475402054,-327656.85321073,60795.1905898535,76991.2129585156
-1060026.81117122,-622350.049392772,-241559.637742809,-12803.5577230176,20003.3710405203,-3506.09397814428,-141324.315325414,222399.502626085,-718.082078183561,568480.393091435,111367.414704538,-204280.870532117,99680.1156671963,71325.1582537525,58472.9855301206,101079.443371814,-19756.127392472,11129.5218203976,12669.0582073656,8322.80670452005,-9026.58396772318,-1581.42359327577,-51580.1307128425,-7928.77705653876,8516.5258183537
-1115230.65576605,-635414.946579492,-213355.665486228,-24983.8528303541,10216.6548266793,-4034.97985677798,-116169.9377734,182253.486119504,-24558.6058647559,322948.775888817,-183994.887634063,-110948.229054841,123134.070878359,116208.976374297,22192.2096283451,-35552.9714006362,21591.2333300176,-3979.03724044037,-690.405807298764,-45215.4309310457,16428.6939689295,-15014.5210381431,16082.596327743,-2367.28235150039,11552.0165523607
-2840781.98590024,-1629604.27614301,-414862.196204789,14263.1220219396,320879.385430965,42285.8557251545,85835.6227171665,2104.06081060708,7446.20877300072,493781.731108292,635908.214626632,-126282.20818112,115396.362552488,39193.0063537487,84748.4646898423,161704.184312836,-81960.8223743825,80382.4051236346,42019.3008472349,71543.0772725866,-42650.4831856122,-5831.39528120177,12264.4184293748,-93517.4960178715,-2012.24017666179
-1087409.17864582,-634979.092669077,-239644.276175855,-13491.8572232129,14629.5677871403,-13247.2457020012,-168113.593939441,241165.606638084,-12763.0359332843,518170.234348184,181273.934471729,77430.0047571968,135072.257879025,120487.416493232,-57708.9418391861,24150.9843050655,-6972.42409021251,23564.4554584466,34032.439114,-25331.2901833214,-26814.6178801126,-18233.7022512745,-96747.2071977247,10098.1652819385,24758.7035451758
-1763539.51626351,-1003651.48385215,-269067.729179436,-11343.8818513296,120487.543571145,13827.6646121454,-28230.0347808892,107041.667184939,-43033.107412475,298562.480213741,68136.3131764652,-10027.55586899,311305.067889799,246662.603007988,45761.1827121673,-54058.8676917667,-32656.1125795566,118216.352209723,35352.0829037038,74945.3361682669,9950.38703379834,-51309.1305140289,-1642.97669108991,5598.88288415263,17576.4474587452
-1352752.15692232,-790620.517823585,-278168.878531378,-8673.7412769663,71931.4389973826,-2307.69002516211,-137136.555011428,227293.151185138,-5502.93227646104,642572.603756267,272355.199695388,-98801.8326067894,120064.017849534,77637.2192340514,26553.7516448444,-7902.27721868417,14723.2131005868,-44561.518970095,-12810.5814379738,-50332.1112408374,-30063.9884964445,-18934.6889159829,-217296.753929165,58489.4535688202,43797.6154809759
-4458798.62974606,-2516314.36989354,-497253.241077854,20489.5307010063,568302.16724092,90678.6056958962,336562.93870401,-233455.152948491,-59092.4146201753,5400.6363286004,586813.18318474,43826.2726180081,431768.258066243,278560.866375676,232641.475811332,-281428.890311178,-183834.344516473,525989.314293775,183148.923921778,-58443.005075519,31512.9187578458,86905.3224536484,-18982.4509651916,-72450.3483971606,108551.591133608
-2898431.80669609,-1623880.82338812,-392973.454052743,-33673.2849126835,219068.342985791,41221.2553184073,46282.0918663006,60705.5915573107,-55981.9356563342,115187.94585378,-462828.177885616,-424340.81768618,249637.985183517,208857.621809676,140344.409564379,-65972.0358636858,33659.1837497575,-71203.1553051299,-68520.2918299161,91788.7151274489,16037.5838057343,-3814.73339260711,128586.474710948,7742.96836587868,-32351.0836526725
-1435134.28737594,-815405.920496611,-258895.231342445,-29240.8440027347,47980.6134687303,3332.38079185335,-118219.023520118,202983.200097389,-14628.9038870365,399603.159364277,-239606.009653037,-333594.22224492,50172.171845029,45077.3400874215,81843.544339617,-108979.225909725,30503.5796576516,-32062.8366961027,-26821.485426314,-41676.8067768129,9349.825629056,32249.7435501238,25000.6979632643,20137.508364387,1206.66289112052
-723840.502121812,-422612.008684205,-198117.996185568,-24876.4789460802,-40569.3397570495,-14043.4496540352,-184321.6212061,257509.658982196,-8892.36068071633,487167.242544303,-123047.320396018,-182468.346041368,88686.7736981724,86154.571941473,42887.6310265836,-24367.3172358118,-3983.82937971621,41701.591332648,26453.4393525936,4358.70257851706,21435.5228080618,47977.0683764864,49799.8913967339,-26871.1147592989,-1862.32431236633
-1282318.75786768,-739085.075938557,-230191.608838424,-13082.8257244967,58507.3446624697,-782.115003615309,-121418.28262785,196130.02564523,-3084.38166126685,404958.864965659,113621.802514298,-56648.9885397247,57244.9426629838,47064.1440076551,-3077.39506574575,-63822.0054672243,-22887.2655468778,102078.368938398,46742.6309208476,9401.64922469282,18611.1338324617,104002.969237557,-63780.3077305052,-5160.63970928234,25641.2076468409
-1705439.14503472,-974471.689125577,-284554.520873224,-9977.6725336455,140024.468158963,12631.4226280084,-49262.453389704,128477.496281767,-11788.1211557305,430374.166807301,142869.795274353,-175620.955715336,109984.508962836,69525.0504080695,86268.8254164082,-108999.757062933,-16028.1618735729,66587.3729783312,22465.3523415792,-51254.5777691706,-5897.11275353291,31627.4028003402,-12934.4743383655,-27066.1694374466,27922.0077416492
-2463443.26593523,-1401191.30879049,-343003.577940266,-10384.1226407023,222968.651173588,36059.0377377344,41574.0497859053,34946.4574516735,6244.96792601171,264391.084307708,63837.8177985264,-295577.24327616,-61325.57063018,-64012.1482844675,76393.1819646095,131104.416584209,-7946.65531564191,6861.87137348267,2830.46367800518,-198820.569297492,8738.30549750267,94382.4710854933,46877.2163172554,-9804.08524013285,-2372.28633686956
-1301927.84750074,-737613.112424186,-204606.413773576,-29091.9636638042,-16804.0562134166,-7037.95055065031,-145743.945085796,210830.670431919,-12282.6307915713,234704.420877582,-210697.984761838,9547.02746543349,7290.02300986972,37114.1447486185,-63158.2867399463,-125889.667938107,-1926.34156854053,95095.4314111324,46557.9638564354,118104.924716216,73218.9287428973,46051.6782540873,-4598.48399556847,17199.8352231075,-3638.14067491697
-1882178.02971853,-1065391.74095693,-285134.825380576,-26799.5141452076,96228.0481634418,15823.2934390455,-75988.2269845836,164856.542059015,-3753.94176472288,285964.197623948,-286070.267007198,-399183.409805119,-44247.6083169637,-29032.6467845388,83158.7096791442,-39423.3173774577,-16286.8199115874,27485.5636577901,-250.629125325025,38247.4414529572,11234.2753120114,-11230.3951533899,30993.6747563568,79316.5122272041,-29203.6497532609
-1056215.5528787,-619414.375714527,-255150.090441376,-15532.6011153708,30737.7682249427,-3345.48193697008,-143886.505909084,227778.24609419,-909.628421371187,607154.871048428,48957.9964336086,-289054.234222848,104625.179990652,74448.2160977009,94592.29336599,89726.4037035951,-14149.6431745408,-10141.5814530074,5056.07884395355,-24006.2738097393,-14281.8531720583,11450.835457715,-1462.27312392138,-42857.8756065362,3588.64606417273
-2511594.75298525,-1406959.78430218,-329325.217428006,-25242.3405997701,190782.824781981,30956.1613217027,25591.2075212128,68069.2778279948,-54315.3807323023,133472.405375738,-334780.626082554,-290810.557589879,248156.66750157,198017.479016586,102028.984396272,-236496.829390592,-3117.45621095369,88950.8401186891,4678.75895919021,104681.853973981,29301.3016520448,-67869.5436605753,-53841.9672597151,11590.9799853567,56770.1274760915
-1607134.76579277,-915020.914086266,-273622.964650314,-30680.5646671003,29626.1173686333,6419.08991730514,-122585.579092516,207677.291229806,-1348.97695459329,317073.168858126,-361270.778255725,-344877.029848962,-45160.1267125519,-10935.7237080904,52744.5909949523,111239.645442928,-10988.5856048406,818.294208420368,12125.3961466499,-9803.00552747521,34038.9525101073,-11339.8971512606,24901.069592845,52831.10775431,-22255.9899851921
-1889190.53366051,-1081075.6312062,-337192.588843463,-27101.2083908386,128984.906879338,20381.2312193772,-87535.7738672801,204667.645920471,-9716.35640056687,563925.705326456,-270452.000483043,-729064.287386383,45605.264693376,3368.93369099661,245152.615949063,29290.2152703413,24408.7627420768,-111000.857984751,-71328.6545708779,-218019.071258909,-32148.5627209247,39254.6299016402,-111192.059821353,69230.3437126137,28886.6100847886
-2432672.14778696,-1379101.91073757,-367592.276589094,-15210.5558713817,220967.673951736,31925.2251081005,598.433079402729,105841.640030134,-14207.0168982108,445905.493678298,-16189.5721775906,-527379.070104031,112896.186492151,52399.8402493492,166451.014601484,-101733.594335782,-15498.6252679503,-4420.40458151883,-39816.8351910002,137447.762081797,-33034.1878373998,-3015.30958079314,66286.2196890005,-324.86749380345,-24592.9756651408
-1108929.51250543,-631985.835357283,-207155.224209038,-29481.5756432573,5024.97710355361,-326.846543462713,-116780.008567867,187203.977787116,-16472.2672074334,302690.860701663,-315724.03194377,-254585.475776349,47805.5255082423,55514.0200677313,75846.1049219334,498.337234122483,16509.7357932883,119.455745885614,-3004.36967414751,-139700.442906648,27179.1475893776,33209.0424823516,62822.2494758832,24313.6133708879,-2818.1635048321
-2251858.72415737,-1264230.72583055,-315679.6204785,-21902.8798706093,176542.018732805,23388.1612497668,5682.55452712803,69476.9013284618,-26107.4612246854,192556.777330768,-169003.925771506,-223238.393963399,63173.9015260535,48363.3028649281,39198.4040586191,-189620.162572244,32386.138298777,-36306.7742184548,-25620.4163212477,23220.5754749538,-5268.676507804,-31593.5969593967,-20077.8034337333,-28081.8763271324,30084.1445614782
-2589502.70258395,-1468580.58314642,-371842.622542243,-6086.09322411013,262643.559724338,37436.735203428,28767.5663356353,78167.0086880075,-7493.35322135996,442590.954904659,40931.2306922355,-588742.313000449,67023.0832053539,-6024.01658059456,173600.855876432,-158195.791252134,-44175.5484086876,85746.2740570307,2602.37247716335,126293.767614455,-30990.5124106363,-79018.5064599372,-203806.946566565,809.438895583648,86243.2357754455
-1847314.68436984,-1048873.71886371,-288934.116657896,-24314.3642765083,84306.5213803389,10255.5823570538,-83138.4122166211,163799.534798351,-1455.25787421475,312377.80510247,-180708.437406457,-213884.008316674,7194.47225012751,18615.2173089709,12342.7047949961,-6345.83758852351,33012.2083149182,-83422.3716417396,-37109.0092500424,26727.2283879494,12048.075361302,-21960.915918022,-95169.4535214886,41762.0268606436,13550.9876202437
-1522610.86758091,-883974.727547785,-290939.006404425,-10545.9224628106,118247.075991596,16589.8366416719,-67317.3708952784,170063.451499373,-14802.8309191389,574220.559350006,80522.3657887609,-434042.111192467,222637.343620844,143747.808104853,245267.487057319,79349.2533923323,-69570.7215116028,120693.280746119,32458.1337575931,-122483.331603705,-8944.58726125153,80329.6810812396,-7223.13549465842,-10608.1836466549,24683.7526600278
